id_respuesta,fecha,edad,area,satisfaccion,comentario
R00549,2025-01-30,35.0,Ventas,4,Poco claro
R00550,2025-01-29,40.0,Soporte,10,Rápido
R00551,2025-01-22,50.0,Ventas,4,Mal servicio
R00552,2025-01-26,33.0,Soporte,5,Regular
R00553,2025-01-26,55.0,Ventas,3,
R00554,2025-01-22,52.0,Atención,9,Todo correcto
R00555,2025-01-17,51.0,Ventas,7,Poco claro
R00556,2025-01-20,45.0,Ventas,9,Amables
R00557,2025-01-10,19.0,Ventas,7,Regular
R00558,2025-01-06,47.0,Soporte,10,Rápido
R00559,2025-01-15,30.0,Atención,4,
R00560,2025-01-22,58.0,Atención,5,
R00561,2025-01-11,33.0,Ventas,7,Poco claro
R00562,2025-01-28,22.0,Atención,6,Demora
R00563,2025-01-05,45.0,Atención,NS/NC,
R00564,2025-01-01,56.0,Ventas,3,
R00565,2025-01-08,,Atención,8,Muy bien
R00566,2025-01-21,37.0,Postventa,10,Muy bien
R00567,2025-01-28,41.0,Soporte,4,Demora
R00568,2025-01-12,44.0,Postventa,9,Muy bien
R00569,2025-01-12,47.0,Atención,1,Poco claro
R00570,2025-01-05,62.0,Atención,5,Demora
R00571,2025-01-07,,Soporte,4,Poco claro
R00572,2025-01-04,43.0,Ventas,12,Amables
R00573,2025-01-06,24.0,Atención,6,Mal servicio
R00574,2025-01-13,59.0,Soporte,1,No resolvieron
R00575,2025-01-20,64.0,Postventa,8,Amables
R00576,2025-01-30,55.0,Atención,3,Mal servicio
R00577,2025-01-15,22.0,Ventas,7,
R00578,2025-01-03,40.0,Ventas,7,
R00579,2025-01-23,45.0,Atención,9,Todo correcto
R00580,2025-01-08,51.0,Ventas,7,
R00581,2025-01-20,32.0,Soporte,8,Muy bien
R00582,2025-01-16,49.0,Atención,4,Poco claro
R00583,2025-01-13,,Atención,10,Muy bien
R00584,2025-01-18,65.0,Ventas,4,
R00585,2025-01-28,48.0,Atención,10,Rápido
R00586,2025-01-10,36.0,Soporte,8,Muy bien
R00587,2025-01-30,26.0,Ventas,4,Mal servicio
R00588,2025-01-19,46.0,Atención,4,
R00589,2025-01-17,56.0,Postventa,10,Todo correcto
R00590,2025-01-24,21.0,Atención,3,
R00591,2025-01-31,20.0,Atención,3,
R00592,2025-01-19,46.0,Ventas,4,Demora
R00593,2025-01-28,28.0,Atención,2,No resolvieron
R00594,2025-01-26,50.0,Soporte,3,
R00595,2025-01-23,55.0,Postventa,2,
R00596,2025-01-26,28.0,Atención,6,
R00597,2025-01-05,44.0,Soporte,3,Demora
R00598,2025-01-26,50.0,Atención,2,
R00599,2025-01-21,38.0,Ventas,9,Amables
R00600,2025-01-30,56.0,Atención,8,Rápido
R00601,2025-01-23,,Atención,5,
R00602,2025-01-31,55.0,Soporte,9,Excelente
R00603,2025-01-09,63.0,Soporte,5,Poco claro
R00604,2025-01-12,19.0,Atención,5,
R00605,2025-01-21,44.0,Postventa,4,No resolvieron
R00606,2025-01-01,53.0,Atención,NS/NC,
R00607,2025-01-26,28.0,Soporte,10,Todo correcto
R00608,2025-01-26,64.0,Atención,9,Excelente
R00609,2025-01-01,35.0,Ventas,4,
R00610,2025-01-15,18.0,Atención,7,Poco claro
R00611,2025-01-02,52.0,Atención,5,
R00612,2025-01-30,52.0,Atención,7,
R00613,2025-01-22,48.0,Postventa,8,Muy bien
R00614,2025-01-16,45.0,Atención,8,Todo correcto
R00615,2025-01-25,56.0,Atención,10,Amables
R00616,2025-01-08,18.0,Soporte,6,
R00617,2025-01-13,42.0,Soporte,5,Demora
R00618,2025-01-21,60.0,Ventas,2,Regular
R00619,2025-01-01,,Ventas,8,Rápido
R00620,2025-01-16,37.0,Atención,5,Demora
R00621,2025-01-29,20.0,Soporte,8,Muy bien
R00622,2025-01-07,19.0,Atención,6,Regular
R00623,2025-01-31,35.0,Soporte,NS/NC,
R00624,2025-01-05,61.0,Ventas,1,Regular
R00625,2025-01-22,27.0,Soporte,NS/NC,
R00626,2025-01-29,22.0,Atención,9,Todo correcto
R00627,2025-01-23,26.0,Atención,3,Demora
R00628,2025-01-03,19.0,Ventas,5,No resolvieron
R00629,2025-01-12,51.0,Ventas,7,Regular
R00630,2025-01-26,55.0,Atención,8,Todo correcto
R00631,2025-01-16,48.0,Atención,7,
R00632,2025-01-19,27.0,Postventa,3,Poco claro
R00633,2025-01-05,,Soporte,7,Demora
R00634,2025-01-22,53.0,Soporte,1,No resolvieron
R00635,2025-01-25,38.0,Ventas,5,
R00636,2025-01-29,64.0,Atención,9,Amables
R00637,2025-01-14,23.0,Soporte,2,
R00638,2025-01-28,65.0,Ventas,3,
R00639,2025-01-05,20.0,Atención,9,Muy bien
R00640,2025-01-15,27.0,Ventas,3,Mal servicio
R00641,2025-01-17,22.0,Soporte,8,Rápido
R00642,2025-01-30,63.0,Postventa,6,Regular
R00643,2025-01-14,43.0,Atención,7,Poco claro
R00644,2025-01-30,38.0,Ventas,5,
R00645,2025-01-20,62.0,Atención,10,Muy bien
R00646,2025-01-05,43.0,Soporte,7,Demora
R00647,2025-01-12,55.0,Atención,10,Todo correcto
R00648,2025-01-16,61.0,Ventas,10,Amables
R00649,2025-01-26,43.0,Atención,3,Demora
R00650,2025-01-26,25.0,Ventas,5,Demora
R00651,2025-01-16,22.0,Soporte,6,
R00652,2025-01-21,32.0,Ventas,9,Muy bien
R00653,2025-01-07,33.0,Atención,4,No resolvieron
R00654,2025-01-04,18.0,Atención,8,Todo correcto
R00655,2025-01-01,33.0,Soporte,8,Rápido
R00656,2025-01-30,54.0,Soporte,10,Amables
R00657,2025-01-30,20.0,Soporte,6,
R00658,2025-01-05,64.0,Ventas,8,Amables
R00659,2025-01-23,48.0,Atención,5,Poco claro
R00660,2025-01-26,30.0,Soporte,1,Mal servicio
R00661,2025-01-10,33.0,Atención,4,
R00662,2025-01-22,60.0,Atención,6,
R00663,2025-01-05,38.0,Postventa,9,Muy bien
R00664,2025-01-04,19.0,Soporte,4,
R00665,2025-01-02,44.0,Ventas,6,Regular
R00666,2025-01-20,55.0,Atención,10,Rápido
R00667,2025-01-31,43.0,Atención,5,
R00668,2025-01-10,,Soporte,NS/NC,
R00669,2025-01-26,63.0,Atención,10,Todo correcto
R00670,2025-01-19,,Atención,6,Demora
R00671,2025-01-26,28.0,Atención,3,No resolvieron
R00672,2025-01-01,25.0,Atención,2,
R00673,2025-01-24,25.0,Atención,3,
R00674,2025-01-05,50.0,Ventas,6,
R00675,2025-01-13,24.0,Soporte,10,Muy bien
R00676,2025-01-04,55.0,Ventas,8,Amables
R00677,2025-01-16,38.0,Atención,8,Todo correcto
R00678,2025-01-24,25.0,Ventas,5,No resolvieron
R00679,2025-01-16,38.0,Atención,1,
R00680,2025-01-23,37.0,Atención,1,
R00681,2025-01-02,25.0,Atención,NS/NC,
R00682,2025-01-17,63.0,Soporte,2,No resolvieron
R00683,2025-01-28,48.0,Ventas,4,
R00684,2025-01-27,46.0,Soporte,10,Muy bien
R00685,2025-01-20,65.0,Postventa,5,
R00686,2025-01-24,26.0,Ventas,8,Muy bien
R00687,2025-01-12,32.0,Atención,10,Amables
R00688,2025-01-18,47.0,Atención,9,Excelente
R00689,2025-01-03,43.0,Postventa,1,Regular
R00690,2025-01-28,27.0,Atención,NS/NC,
R00691,2025-01-01,46.0,Ventas,NS/NC,
R00692,2025-01-01,33.0,Postventa,4,
R00693,2025-01-29,53.0,Ventas,10,Amables
R00694,2025-01-19,37.0,Ventas,5,Mal servicio
R00695,2025-01-11,62.0,Ventas,9,Amables
R00696,2025-01-05,54.0,Ventas,8,Excelente
R00697,2025-01-12,39.0,Soporte,10,Muy bien
R00698,2025-01-03,24.0,Atención,NS/NC,
R00699,2025-01-01,40.0,Ventas,NS/NC,
R00700,2025-01-01,58.0,Postventa,5,
R00701,2025-01-08,57.0,Soporte,NS/NC,
R00702,2025-01-10,46.0,Soporte,9,Todo correcto
R00703,2025-01-11,33.0,Soporte,3,Demora
R00704,2025-01-12,55.0,Ventas,1,
R00705,2025-01-29,45.0,Atención,5,Poco claro
R00706,2025-01-13,65.0,Soporte,10,Amables
R00707,2025-01-12,55.0,Postventa,3,Mal servicio
R00708,2025-01-31,48.0,Atención,6,Mal servicio
R00709,2025-01-14,31.0,Postventa,7,No resolvieron
R00710,2025-01-02,50.0,Postventa,4,Regular
R00711,2025-01-29,26.0,Postventa,4,
R00712,2025-01-19,44.0,Soporte,2,
R00713,2025-01-18,41.0,Soporte,2,
R00714,2025-01-03,30.0,Ventas,7,
R00715,2025-01-23,43.0,Atención,5,No resolvieron
R00716,2025-01-17,46.0,Atención,5,
R00717,2025-01-26,60.0,Postventa,2,
R00718,2025-01-08,45.0,Soporte,7,Poco claro
R00719,2025-01-29,45.0,Atención,2,Demora
R00720,2025-01-26,25.0,Atención,5,No resolvieron
R00721,2025-01-10,40.0,Ventas,5,
R00722,2025-01-26,46.0,Ventas,3,
R00723,2025-01-30,22.0,Soporte,2,Demora
R00724,2025-01-02,,Atención,3,
R00725,2025-01-19,24.0,Soporte,5,
R00726,2025-01-09,59.0,Atención,6,Mal servicio
R00727,2025-01-07,53.0,Atención,4,
R00728,2025-01-04,58.0,Soporte,7,
R00729,2025-01-26,44.0,Soporte,2,Demora
R00730,2025-01-21,63.0,Soporte,6,No resolvieron
R00731,2025-01-18,19.0,Ventas,9,Amables
R00732,2025-01-13,42.0,Soporte,10,Muy bien
R00733,2025-01-11,26.0,Postventa,5,Regular
R00734,2025-01-29,,Ventas,4,
R00735,2025-01-24,18.0,Ventas,9,Muy bien
R00736,2025-01-04,40.0,Atención,6,Demora
R00737,2025-01-25,27.0,Ventas,4,
R00738,2025-01-21,59.0,Postventa,1,Mal servicio
R00739,2025-01-29,42.0,Soporte,9,Amables
R00740,2025-01-25,20.0,Soporte,10,Todo correcto
R00741,2025-01-04,23.0,Atención,3,Regular
R00742,2025-01-10,23.0,Atención,6,
R00743,2025-01-05,19.0,Soporte,1,Demora
R00744,2025-01-09,35.0,Atención,6,
R00745,2025-01-24,40.0,Atención,3,No resolvieron
R00746,2025-01-03,19.0,Soporte,3,
R00747,2025-01-17,29.0,Ventas,7,Regular
R00748,2025-01-03,39.0,Ventas,9,Rápido
R00749,2025-01-16,54.0,Postventa,6,
R00750,2025-01-04,37.0,Soporte,1,Regular
R00751,2025-01-18,56.0,Soporte,9,Rápido
R00752,2025-01-17,41.0,Ventas,5,No resolvieron
R00753,2025-01-07,65.0,Ventas,2,Regular
R00754,2025-01-24,37.0,Atención,3,
R00755,2025-01-23,18.0,Soporte,5,Regular
R00756,2025-01-30,18.0,Postventa,2,
R00757,2025-01-05,34.0,Atención,3,
R00758,2025-01-12,18.0,Atención,8,Rápido
R00759,2025-01-17,62.0,Soporte,6,Regular
R00760,2025-01-23,47.0,Postventa,2,Poco claro
R00761,2025-01-13,58.0,Atención,2,
R00762,2025-01-23,64.0,Ventas,1,
R00763,2025-01-25,20.0,Atención,7,
R00764,2025-01-03,63.0,Soporte,6,
R00765,2025-01-09,28.0,Soporte,6,
R00766,2025-01-30,41.0,Atención,5,
R00767,2025-01-17,39.0,Postventa,3,
R00768,2025-01-17,61.0,Ventas,8,Muy bien
R00769,2025-01-30,62.0,Atención,3,
R00770,2025-01-20,43.0,Atención,5,Mal servicio
R00771,2025-01-16,30.0,Atención,8,Todo correcto
R00772,2025-01-25,18.0,Ventas,3,Mal servicio
R00773,2025-01-22,41.0,Atención,5,
R00774,2025-01-13,27.0,Atención,6,
R00775,2025-01-27,52.0,Soporte,1,
R00776,2025-01-19,41.0,Atención,2,Regular
R00777,2025-01-17,45.0,Atención,7,No resolvieron
R00778,2025-01-04,53.0,Soporte,9,Muy bien
R00779,2025-01-12,33.0,Atención,10,Excelente
R00780,2025-01-29,57.0,Ventas,4,
R00781,2025-01-09,33.0,Postventa,5,Regular
R00782,2025-01-19,34.0,Soporte,4,Mal servicio
R00783,2025-01-12,32.0,Soporte,3,
R00784,2025-01-09,33.0,Soporte,10,Rápido
R00785,2025-01-07,32.0,Ventas,2,
R00786,2025-01-28,51.0,Atención,3,
R00787,2025-01-14,28.0,Atención,2,
R00788,2025-01-31,18.0,Ventas,8,Rápido
R00789,2025-01-20,32.0,Atención,1,
R00790,2025-01-19,43.0,Soporte,5,
R00791,2025-01-26,21.0,Soporte,1,
R00792,2025-01-15,60.0,Atención,5,No resolvieron
R00793,2025-01-16,22.0,Ventas,3,
R00794,2025-01-21,52.0,Ventas,9,Amables
R00795,2025-01-05,30.0,Atención,1,
R00796,2025-01-03,27.0,Ventas,10,Muy bien
R00797,2025-01-12,28.0,Atención,1,
R00798,2025-01-25,35.0,Ventas,8,Muy bien
R00799,2025-01-20,51.0,Soporte,3,
R00800,2025-01-27,56.0,Soporte,7,
R00801,2025-01-21,58.0,Atención,10,Amables
R00802,2025-01-04,59.0,Soporte,5,
R00803,2025-01-21,40.0,Postventa,2,
R00804,2025-01-23,24.0,Soporte,12,Rápido
R00805,2025-01-16,56.0,Soporte,NS/NC,
R00806,2025-01-25,20.0,Postventa,3,Regular
R00807,2025-01-07,29.0,Soporte,6,Poco claro
R00808,2025-01-13,24.0,Soporte,5,No resolvieron
R00809,2025-01-21,43.0,Ventas,1,
R00810,2025-01-10,50.0,Postventa,1,
R00811,2025-01-26,,Soporte,2,
R00812,2025-01-07,65.0,Soporte,7,
R00813,2025-01-14,32.0,Postventa,3,
R00814,2025-01-31,19.0,Atención,9,Excelente
R00815,2025-01-26,58.0,Atención,3,
R00816,2025-01-05,24.0,Soporte,10,Amables
R00817,2025-01-03,49.0,Atención,4,Poco claro
R00818,2025-01-23,21.0,Soporte,8,Rápido
R00819,2025-01-29,37.0,Ventas,4,
R00820,2025-01-11,53.0,Atención,7,Demora
R00821,2025-01-11,49.0,Ventas,5,
R00822,2025-01-18,45.0,Atención,6,No resolvieron
R00823,2025-01-15,30.0,Soporte,8,Amables
R00824,2025-01-12,18.0,Atención,4,Demora
R00825,2025-01-09,52.0,Ventas,6,
R00826,2025-01-10,65.0,Atención,10,Rápido
R00827,2025-01-26,47.0,Atención,2,
R00828,2025-01-12,53.0,Postventa,9,Excelente
R00829,2025-01-17,42.0,Postventa,9,Excelente
R00830,2025-01-29,33.0,Atención,10,Muy bien
R00831,2025-01-06,36.0,Atención,10,Todo correcto
R00832,2025-01-07,18.0,Soporte,6,Regular
R00833,2025-01-14,22.0,Soporte,6,Poco claro
R00834,2025-01-13,39.0,Postventa,10,Amables
R00835,2025-01-08,41.0,Atención,7,
R00836,2025-01-10,60.0,Atención,4,
R00837,2025-01-09,,Soporte,7,
R00838,2025-01-18,54.0,Soporte,10,Excelente
R00839,2025-01-27,53.0,Ventas,1,
R00840,2025-01-26,53.0,Ventas,7,
R00841,2025-01-02,21.0,Soporte,NS/NC,
R00842,2025-01-05,53.0,Atención,NS/NC,
R00843,2025-01-29,35.0,Soporte,10,Rápido
R00844,2025-01-05,33.0,Soporte,6,No resolvieron
R00845,2025-01-06,58.0,Soporte,1,Regular
R00846,2025-01-19,35.0,Postventa,1,
R00847,2025-01-08,39.0,Soporte,NS/NC,
R00848,2025-01-16,19.0,Atención,7,
R00849,2025-01-13,38.0,Soporte,5,No resolvieron
R00850,2025-01-01,53.0,Atención,5,
R00851,2025-01-22,61.0,Atención,8,Rápido
R00852,2025-01-20,56.0,Ventas,2,No resolvieron
R00853,2025-01-17,64.0,Soporte,4,Demora
R00854,2025-01-31,56.0,Soporte,4,
R00855,2025-01-07,46.0,Soporte,8,Amables
R00856,2025-01-25,43.0,Atención,6,Mal servicio
R00857,2025-01-13,38.0,Atención,10,Todo correcto
R00858,2025-01-04,34.0,Atención,9,Excelente
R00859,2025-01-04,33.0,Ventas,10,Excelente
R00860,2025-01-06,48.0,Ventas,9,Rápido
R00861,2025-01-28,26.0,Postventa,4,Mal servicio
R00862,2025-01-31,48.0,Ventas,10,Todo correcto
R00863,2025-01-19,31.0,Soporte,NS/NC,
R00864,2025-01-29,54.0,Atención,3,Poco claro
R00865,2025-01-12,19.0,Atención,6,Mal servicio
R00866,2025-01-22,65.0,Soporte,1,
R00867,2025-01-07,63.0,Soporte,5,Mal servicio
R00868,2025-01-27,31.0,Ventas,6,
R00869,2025-01-10,50.0,Soporte,5,
R00870,2025-01-26,52.0,Postventa,7,Mal servicio
R00871,2025-01-19,56.0,Soporte,4,
R00872,2025-01-07,64.0,Atención,5,
R00873,2025-01-30,37.0,Ventas,4,
R00874,2025-01-03,19.0,Soporte,9,Excelente
R00875,2025-01-13,58.0,Ventas,2,
R00876,2025-01-13,36.0,Atención,1,Demora
R00877,2025-01-18,54.0,Ventas,4,Mal servicio
R00878,2025-01-28,35.0,Atención,6,
R00879,2025-01-30,33.0,Atención,10,Excelente
R00880,2025-01-26,21.0,Ventas,8,Muy bien
R00881,2025-01-20,29.0,Atención,4,Mal servicio
R00882,2025-01-28,46.0,Atención,1,
R00883,2025-01-08,24.0,Ventas,9,Todo correcto
R00884,2025-01-29,31.0,Postventa,3,Demora
R00885,2025-01-31,29.0,Atención,6,No resolvieron
R00886,2025-01-09,52.0,Atención,10,Todo correcto
R00887,2025-01-07,22.0,Ventas,8,Todo correcto
R00888,2025-01-01,,Ventas,5,Poco claro
R00889,2025-01-03,59.0,Postventa,7,Poco claro
R00890,2025-01-13,49.0,Atención,10,Excelente
R00891,2025-01-28,27.0,Soporte,9,Todo correcto
R00892,2025-01-30,60.0,Atención,1,Demora
R00893,2025-01-25,,Atención,8,Excelente
R00894,2025-01-31,22.0,Atención,2,
R00895,2025-01-28,62.0,Atención,1,
R00896,2025-01-17,59.0,Soporte,4,Demora
R00897,2025-01-25,26.0,Atención,6,Regular
R00898,2025-01-24,50.0,Ventas,8,Excelente
R00899,2025-01-01,53.0,Ventas,1,
R00900,2025-01-06,53.0,Atención,1,Mal servicio
R00901,2025-01-21,35.0,Ventas,10,Excelente
R00902,2025-01-06,26.0,Postventa,2,Poco claro
R00903,2025-01-26,46.0,Soporte,9,Todo correcto
R00904,2025-01-12,31.0,Atención,4,
R00905,2025-01-13,42.0,Atención,7,Poco claro
R00906,2025-01-13,32.0,Atención,3,
R00907,2025-01-29,23.0,Soporte,1,Poco claro
R00908,2025-01-15,,Atención,NS/NC,
R00909,2025-01-21,,Soporte,9,Amables
R00910,2025-01-16,32.0,Atención,4,Demora
R00911,2025-01-22,46.0,Soporte,3,
R00912,2025-01-21,21.0,Soporte,5,
R00913,2025-01-11,35.0,Atención,1,
R00914,2025-01-28,61.0,Soporte,3,
R00915,2025-01-05,56.0,Soporte,NS/NC,
R00916,2025-01-04,33.0,Ventas,6,Regular
R00917,2025-01-03,28.0,Ventas,9,Muy bien
R00918,2025-01-19,31.0,Soporte,3,Regular
R00919,2025-01-20,20.0,Postventa,4,Demora
R00920,2025-01-25,59.0,Ventas,5,No resolvieron
R00921,2025-01-18,55.0,Atención,8,Rápido
R00922,2025-01-15,62.0,Atención,9,Rápido
R00923,2025-01-09,59.0,Atención,3,
R00924,2025-01-17,35.0,Atención,3,
R00925,2025-01-14,,Soporte,7,Demora
R00926,2025-01-15,,Soporte,9,Excelente
R00927,2025-01-31,42.0,Ventas,1,Demora
R00928,2025-01-01,55.0,Atención,1,
R00929,2025-01-21,30.0,Soporte,2,Mal servicio
R00930,2025-01-22,21.0,Soporte,6,
R00931,2025-01-22,31.0,Postventa,3,
R00932,2025-01-03,50.0,Atención,8,Todo correcto
R00933,2025-01-16,45.0,Atención,5,
R00934,2025-01-23,,Atención,3,
R00935,2025-01-25,25.0,Soporte,8,Amables
R00936,2025-01-11,61.0,Soporte,8,Rápido
R00937,2025-01-12,51.0,Ventas,2,
R00938,2025-01-10,61.0,Atención,5,
R00939,2025-01-16,22.0,Atención,3,Demora
R00940,2025-01-08,22.0,Soporte,7,
R00941,2025-01-06,48.0,Ventas,2,
R00942,2025-01-12,62.0,Soporte,9,Rápido
R00943,2025-01-24,26.0,Ventas,2,Poco claro
R00944,2025-01-28,59.0,Soporte,2,Regular
R00945,2025-01-21,49.0,Atención,6,Demora
R00946,2025-01-08,50.0,Ventas,3,Poco claro
R00947,2025-01-26,20.0,Atención,3,No resolvieron
R00948,2025-01-28,47.0,Atención,10,Todo correcto
R00949,2025-01-04,29.0,Atención,2,Regular
R00950,2025-01-26,46.0,Atención,5,
R00951,2025-01-08,20.0,Soporte,5,
R00952,2025-01-26,43.0,Soporte,7,
R00953,2025-01-28,47.0,Soporte,8,Todo correcto
R00954,2025-01-18,26.0,Soporte,8,Todo correcto
R00955,2025-01-28,43.0,Soporte,3,No resolvieron
R00956,2025-01-28,19.0,Atención,6,No resolvieron
R00957,2025-01-05,20.0,Soporte,5,
R00958,2025-01-09,63.0,Atención,4,No resolvieron
R00959,2025-01-04,21.0,Ventas,10,Rápido
R00960,2025-01-27,42.0,Soporte,6,Mal servicio
R00961,2025-01-22,30.0,Soporte,4,
R00962,2025-01-31,56.0,Ventas,8,Amables
R00963,2025-01-17,61.0,Atención,9,Excelente
R00964,2025-01-09,52.0,Soporte,1,Demora
R00965,2025-01-01,40.0,Soporte,1,Poco claro
R00966,2025-01-21,26.0,Soporte,4,Regular
R00967,2025-01-20,19.0,Soporte,6,Mal servicio
R00968,2025-01-13,,Atención,8,Rápido
R00969,2025-01-28,,Atención,1,No resolvieron
R00970,2025-01-16,48.0,Ventas,3,
R00971,2025-01-29,61.0,Atención,4,
R00972,2025-01-13,64.0,Atención,10,Excelente
R00973,2025-01-14,19.0,Postventa,2,
R00974,2025-01-03,49.0,Atención,9,Muy bien
R00975,2025-01-29,35.0,Soporte,3,Poco claro
R00976,2025-01-06,30.0,Ventas,4,Demora
R00977,2025-01-18,63.0,Atención,4,Regular
R00978,2025-01-19,22.0,Postventa,1,Regular
R00979,2025-01-05,59.0,Atención,5,Mal servicio
R00980,2025-01-15,61.0,Atención,5,
R00981,2025-01-25,27.0,Atención,2,Regular
R00982,2025-01-02,60.0,Soporte,1,Poco claro
R00983,2025-01-10,42.0,Postventa,5,No resolvieron
R00984,2025-01-24,51.0,Ventas,5,Regular
R00985,2025-01-30,54.0,Soporte,7,
R00986,2025-01-18,47.0,Atención,10,Excelente
R00987,2025-01-27,24.0,Ventas,10,Excelente
R00988,2025-01-13,23.0,Ventas,2,Mal servicio
R00989,2025-01-05,20.0,Atención,8,Muy bien
R00990,2025-01-23,30.0,Ventas,5,
R00991,2025-01-24,20.0,Ventas,5,Demora
R00992,2025-01-01,43.0,Ventas,9,Excelente
R00993,2025-01-22,41.0,Atención,2,Regular
R00994,2025-01-01,23.0,Postventa,10,Muy bien
R00995,2025-01-18,60.0,Atención,2,Poco claro
R00996,2025-01-15,59.0,Ventas,5,
R00997,2025-01-17,29.0,Atención,1,
R00998,2025-01-11,53.0,Postventa,5,
R00999,2025-01-21,19.0,Atención,5,
R01000,2025-01-26,28.0,Soporte,8,Excelente
R01001,2025-01-31,56.0,Atención,6,Demora
R01002,2025-01-25,51.0,Soporte,6,Regular
R01003,2025-01-22,43.0,Postventa,5,
R01004,2025-01-27,35.0,Postventa,5,
R01005,2025-01-27,38.0,Atención,8,Todo correcto
R01006,2025-01-17,53.0,Soporte,1,Regular
R01007,2025-01-13,57.0,Atención,9,Amables
R01008,2025-01-01,63.0,Soporte,6,Regular
R01009,2025-01-02,61.0,Ventas,9,Excelente
R01010,2025-01-09,39.0,Ventas,NS/NC,
R01011,2025-01-03,47.0,Atención,3,
R01012,2025-01-31,60.0,Soporte,1,Poco claro
R01013,2025-01-01,47.0,Ventas,5,No resolvieron
R01014,2025-01-21,25.0,Atención,2,Demora
R01015,2025-01-16,51.0,Atención,1,Poco claro
R01016,2025-01-23,64.0,Atención,9,Amables
R01017,2025-01-06,26.0,Atención,9,Todo correcto
R01018,2025-01-28,37.0,Soporte,6,No resolvieron
R01019,2025-01-17,57.0,Postventa,8,Rápido
R01020,2025-01-05,42.0,Atención,9,Muy bien
R01021,2025-01-31,36.0,Ventas,5,Mal servicio
R01022,2025-01-05,22.0,Soporte,2,Demora
R01023,2025-01-06,28.0,Soporte,4,
R01024,2025-01-03,32.0,Atención,3,No resolvieron
R01025,2025-01-21,25.0,Atención,10,Rápido
R01026,2025-01-23,36.0,Atención,7,
R01027,2025-01-05,40.0,Ventas,10,Muy bien
R01028,2025-01-21,44.0,Ventas,10,Muy bien
R01029,2025-01-05,57.0,Postventa,10,Excelente
R01030,2025-01-10,49.0,Soporte,8,Muy bien
R01031,2025-01-10,43.0,Soporte,5,Mal servicio
R01032,2025-01-19,44.0,Soporte,2,
R01033,2025-01-17,36.0,Atención,9,Excelente
R01034,2025-01-21,59.0,Atención,1,Regular
R01035,2025-01-14,46.0,Ventas,5,Poco claro
R01036,2025-01-09,56.0,Atención,3,
R01037,2025-01-14,58.0,Ventas,8,Amables
R01038,2025-01-01,50.0,Atención,8,Todo correcto
R01039,2025-01-19,36.0,Atención,1,
R01040,2025-01-13,54.0,Soporte,4,
R01041,2025-01-13,36.0,Atención,10,Rápido
R01042,2025-01-04,50.0,Postventa,8,Rápido
R01043,2025-01-30,64.0,Ventas,9,Muy bien
R01044,2025-01-01,33.0,Ventas,9,Amables
R01045,2025-01-17,40.0,Postventa,2,Regular
R01046,2025-01-08,24.0,Atención,9,Rápido
R01047,2025-01-02,43.0,Soporte,8,Rápido
R01048,2025-01-28,49.0,Ventas,9,Todo correcto
R01049,2025-01-31,29.0,Soporte,9,Excelente
R01050,2025-01-08,25.0,Atención,3,Demora
R01051,2025-01-07,22.0,Atención,5,Regular
R01052,2025-01-26,59.0,Soporte,3,No resolvieron
R01053,2025-01-26,45.0,Ventas,6,
R01054,2025-01-02,22.0,Atención,10,Excelente
R01055,2025-01-22,43.0,Soporte,5,
R01056,2025-01-22,22.0,Atención,2,
R01057,2025-01-03,39.0,Soporte,3,Poco claro
R01058,2025-01-27,32.0,Ventas,7,
R01059,2025-01-18,30.0,Soporte,10,Amables
R01060,2025-01-12,45.0,Soporte,10,Todo correcto
R01061,2025-01-01,50.0,Atención,5,
R01062,2025-01-22,60.0,Atención,3,
R01063,2025-01-12,40.0,Atención,4,
R01064,2025-01-05,50.0,Ventas,6,Poco claro
R01065,2025-01-30,60.0,Atención,8,Muy bien
R01066,2025-01-30,35.0,Soporte,7,Regular
R01067,2025-01-27,47.0,Ventas,3,
R01068,2025-01-25,43.0,Ventas,2,
R01069,2025-01-17,33.0,Soporte,3,No resolvieron
R01070,2025-01-16,30.0,Soporte,5,
R01071,2025-01-31,56.0,Atención,7,Mal servicio
R01072,2025-01-15,50.0,Atención,8,Excelente
R01073,2025-01-23,43.0,Soporte,6,Regular
R01074,2025-01-15,65.0,Atención,2,
R01075,2025-01-05,18.0,Atención,2,
R01076,2025-01-21,55.0,Ventas,10,Todo correcto
R01077,2025-01-14,19.0,Ventas,5,No resolvieron
R01078,2025-01-02,23.0,Atención,5,
R01079,2025-01-11,63.0,Atención,1,No resolvieron
R01080,2025-01-19,55.0,Soporte,1,
R01081,2025-01-07,59.0,Atención,9,Excelente
R01082,2025-01-06,-9.0,Atención,7,
R01083,2025-01-28,35.0,Ventas,8,Rápido
R01084,2025-01-02,44.0,Atención,5,Demora
R01085,2025-01-06,58.0,Atención,3,
R01086,2025-01-18,25.0,Soporte,3,No resolvieron
R01087,2025-01-02,45.0,Ventas,3,
R01088,2025-01-18,27.0,Ventas,1,
R01089,2025-01-30,34.0,Ventas,3,
R01090,2025-01-15,46.0,Soporte,2,
R01091,2025-01-27,23.0,Ventas,8,Rápido
R01092,2025-01-19,31.0,Ventas,10,Excelente
R01093,2025-01-31,39.0,Soporte,10,Todo correcto
R01094,2025-01-02,23.0,Atención,6,
R01095,2025-01-20,43.0,Ventas,5,
R01096,2025-01-25,56.0,Postventa,1,Regular
